region,measure,value
all SubICBs,Count_WaitingForTreatment0to2weeks,170.0
all SubICBs,Count_WaitingForTreatment0to4weeks,340.0
all SubICBs,Count_WaitingForTreatment0to6weeks,390.0
all SubICBs,Count_WaitingForTreatment0to12weeks,425.0
all SubICBs,Count_WaitingForTreatment0to18weeks,425.0
all SubICBs,Count_WaitingForAssessment,1010.0
all SubICBs,Count_WaitingForAssessmentOver90days,25.0
all SubICBs,Count_WaitingForTreatment,965.0
all SubICBs,Count_WaitingForTreatment0to2weeks,335.0
all SubICBs,Count_WaitingForTreatment0to4weeks,620.0
all SubICBs,Count_WaitingForTreatment0to6weeks,850.0
all SubICBs,Count_WaitingForTreatment0to12weeks,965.0
all SubICBs,Count_WaitingForTreatment0to18weeks,965.0
all SubICBs,Count_WaitingForAssessment,360.0
all SubICBs,Count_WaitingForAssessmentOver90days,180.0
all SubICBs,Count_WaitingForTreatment,345.0
all SubICBs,Count_WaitingForTreatment0to2weeks,25.0
all SubICBs,Count_WaitingForTreatment0to4weeks,60.0
all SubICBs,Count_WaitingForTreatment0to6weeks,90.0
all SubICBs,Count_WaitingForTreatment0to12weeks,185.0
all SubICBs,Count_WaitingForTreatment0to18weeks,185.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,160.0
all SubICBs,Count_WaitingForTreatmentOver90days,160.0
all SubICBs,Count_WaitingForAssessment,475.0
all SubICBs,Count_WaitingForAssessmentOver90days,60.0
all SubICBs,Count_WaitingForTreatment,470.0
all SubICBs,Count_WaitingForTreatment0to2weeks,210.0
all SubICBs,Count_WaitingForTreatment0to4weeks,310.0
all SubICBs,Count_WaitingForTreatment0to6weeks,355.0
all SubICBs,Count_WaitingForTreatment0to12weeks,410.0
all SubICBs,Count_WaitingForTreatment0to18weeks,435.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,35.0
all SubICBs,Count_WaitingForTreatmentOver90days,55.0
all SubICBs,Count_WaitingForAssessment,390.0
all SubICBs,Count_WaitingForAssessmentOver90days,10.0
all SubICBs,Count_WaitingForTreatment,385.0
all SubICBs,Count_WaitingForTreatment0to2weeks,240.0
all SubICBs,Count_WaitingForTreatment0to4weeks,340.0
all SubICBs,Count_WaitingForTreatment0to6weeks,355.0
all SubICBs,Count_WaitingForTreatment0to12weeks,375.0
all SubICBs,Count_WaitingForTreatment0to18weeks,380.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,5.0
all SubICBs,Count_WaitingForTreatmentOver90days,10.0
all SubICBs,Count_WaitingForAssessment,1070.0
all SubICBs,Count_WaitingForAssessmentOver90days,50.0
all SubICBs,Count_WaitingForTreatment,1040.0
all SubICBs,Count_WaitingForTreatment0to2weeks,335.0
all SubICBs,Count_WaitingForTreatment0to4weeks,615.0
all SubICBs,Count_WaitingForTreatment0to6weeks,845.0
all SubICBs,Count_WaitingForTreatment0to12weeks,1010.0
all SubICBs,Count_WaitingForTreatment0to18weeks,1030.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,10.0
all SubICBs,Count_WaitingForTreatmentOver90days,25.0
all SubICBs,Count_WaitingForAssessment,140.0
all SubICBs,Count_WaitingForTreatment,140.0
all SubICBs,Count_WaitingForTreatment0to2weeks,130.0
all SubICBs,Count_WaitingForTreatment0to4weeks,140.0
all SubICBs,Count_WaitingForTreatment0to6weeks,140.0
all SubICBs,Count_WaitingForTreatment0to12weeks,140.0
all SubICBs,Count_WaitingForTreatment0to18weeks,140.0
all SubICBs,Count_WaitingForAssessment,2765.0
all SubICBs,Count_WaitingForAssessmentOver90days,5.0
all SubICBs,Count_WaitingForTreatment,2755.0
all SubICBs,Count_WaitingForTreatment0to2weeks,1125.0
all SubICBs,Count_WaitingForTreatment0to4weeks,2210.0
all SubICBs,Count_WaitingForTreatment0to6weeks,2700.0
all SubICBs,Count_WaitingForTreatment0to12weeks,2755.0
all SubICBs,Count_WaitingForTreatment0to18weeks,2755.0
all SubICBs,Count_WaitingForAssessment,310.0
all SubICBs,Count_WaitingForTreatment,310.0
all SubICBs,Count_WaitingForTreatment0to2weeks,255.0
all SubICBs,Count_WaitingForTreatment0to4weeks,300.0
all SubICBs,Count_WaitingForTreatment0to6weeks,310.0
all SubICBs,Count_WaitingForTreatment0to12weeks,310.0
all SubICBs,Count_WaitingForTreatment0to18weeks,310.0
all SubICBs,Count_WaitingForAssessment,460.0
all SubICBs,Count_WaitingForTreatment,460.0
all SubICBs,Count_WaitingForTreatment0to2weeks,230.0
all SubICBs,Count_WaitingForTreatment0to4weeks,425.0
all SubICBs,Count_WaitingForTreatment0to6weeks,460.0
all SubICBs,Count_WaitingForTreatment0to12weeks,460.0
all SubICBs,Count_WaitingForTreatment0to18weeks,460.0
all SubICBs,Count_WaitingForAssessment,1400.0
all SubICBs,Count_WaitingForAssessmentOver90days,15.0
all SubICBs,Count_WaitingForTreatment,1400.0
all SubICBs,Count_WaitingForTreatment0to2weeks,1105.0
all SubICBs,Count_WaitingForTreatment0to4weeks,1355.0
all SubICBs,Count_WaitingForTreatment0to6weeks,1380.0
all SubICBs,Count_WaitingForTreatment0to12weeks,1390.0
all SubICBs,Count_WaitingForTreatment0to18weeks,1395.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,5.0
all SubICBs,Count_WaitingForTreatmentOver90days,10.0
all SubICBs,Count_WaitingForAssessment,835.0
all SubICBs,Count_WaitingForAssessmentOver90days,10.0
all SubICBs,Count_WaitingForTreatment,825.0
all SubICBs,Count_WaitingForTreatment0to2weeks,445.0
all SubICBs,Count_WaitingForTreatment0to4weeks,675.0
all SubICBs,Count_WaitingForTreatment0to6weeks,785.0
all SubICBs,Count_WaitingForTreatment0to12weeks,820.0
all SubICBs,Count_WaitingForTreatment0to18weeks,820.0
all SubICBs,Count_WaitingForAssessment,1700.0
all SubICBs,Count_WaitingForAssessmentOver90days,85.0
all SubICBs,Count_WaitingForTreatment,1695.0
all SubICBs,Count_WaitingForTreatment0to2weeks,795.0
all SubICBs,Count_WaitingForTreatment0to4weeks,1235.0
all SubICBs,Count_WaitingForTreatment0to6weeks,1425.0
all SubICBs,Count_WaitingForTreatment0to12weeks,1610.0
all SubICBs,Count_WaitingForTreatment0to18weeks,1675.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,25.0
all SubICBs,Count_WaitingForTreatmentOver90days,75.0
all SubICBs,Count_WaitingForAssessment,925.0
all SubICBs,Count_WaitingForAssessmentOver90days,230.0
all SubICBs,Count_WaitingForTreatment,720.0
all SubICBs,Count_WaitingForTreatment0to2weeks,505.0
all SubICBs,Count_WaitingForTreatment0to4weeks,565.0
all SubICBs,Count_WaitingForTreatment0to6weeks,570.0
all SubICBs,Count_WaitingForTreatment0to12weeks,575.0
all SubICBs,Count_WaitingForTreatment0to18weeks,575.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,145.0
all SubICBs,Count_WaitingForTreatmentOver90days,145.0
all SubICBs,Count_WaitingForAssessment,3255.0
all SubICBs,Count_WaitingForAssessmentOver90days,530.0
all SubICBs,Count_WaitingForTreatment,2805.0
all SubICBs,Count_WaitingForTreatment0to2weeks,1005.0
all SubICBs,Count_WaitingForTreatment0to4weeks,1925.0
all SubICBs,Count_WaitingForTreatment0to6weeks,2430.0
all SubICBs,Count_WaitingForTreatment0to12weeks,2705.0
all SubICBs,Count_WaitingForTreatment0to18weeks,2725.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,80.0
all SubICBs,Count_WaitingForTreatmentOver90days,100.0
all SubICBs,Count_WaitingForAssessment,1660.0
all SubICBs,Count_WaitingForAssessmentOver90days,25.0
all SubICBs,Count_WaitingForTreatment,1665.0
all SubICBs,Count_WaitingForTreatment0to2weeks,880.0
all SubICBs,Count_WaitingForTreatment0to4weeks,1415.0
all SubICBs,Count_WaitingForTreatment0to6weeks,1575.0
all SubICBs,Count_WaitingForTreatment0to12weeks,1655.0
all SubICBs,Count_WaitingForTreatment0to18weeks,1660.0
all SubICBs,Count_WaitingForTreatmentOver90days,5.0
all SubICBs,Count_WaitingForAssessment,2505.0
all SubICBs,Count_WaitingForAssessmentOver90days,65.0
all SubICBs,Count_WaitingForTreatment,2460.0
all SubICBs,Count_WaitingForTreatment0to2weeks,880.0
all SubICBs,Count_WaitingForTreatment0to4weeks,1655.0
all SubICBs,Count_WaitingForTreatment0to6weeks,2125.0
all SubICBs,Count_WaitingForTreatment0to12weeks,2425.0
all SubICBs,Count_WaitingForTreatment0to18weeks,2450.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,10.0
all SubICBs,Count_WaitingForTreatmentOver90days,30.0
all SubICBs,Count_WaitingForAssessment,485.0
all SubICBs,Count_WaitingForAssessmentOver90days,15.0
all SubICBs,Count_WaitingForTreatment,465.0
all SubICBs,Count_WaitingForTreatment0to2weeks,250.0
all SubICBs,Count_WaitingForTreatment0to4weeks,430.0
all SubICBs,Count_WaitingForTreatment0to6weeks,460.0
all SubICBs,Count_WaitingForTreatment0to12weeks,465.0
all SubICBs,Count_WaitingForTreatment0to18weeks,465.0
all SubICBs,Count_WaitingForAssessment,1350.0
all SubICBs,Count_WaitingForAssessmentOver90days,85.0
all SubICBs,Count_WaitingForTreatment,1255.0
all SubICBs,Count_WaitingForTreatment0to2weeks,490.0
all SubICBs,Count_WaitingForTreatment0to4weeks,890.0
all SubICBs,Count_WaitingForTreatment0to6weeks,1080.0
all SubICBs,Count_WaitingForTreatment0to12weeks,1205.0
all SubICBs,Count_WaitingForTreatment0to18weeks,1215.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,40.0
all SubICBs,Count_WaitingForTreatmentOver90days,50.0
all SubICBs,Count_WaitingForAssessment,1345.0
all SubICBs,Count_WaitingForAssessmentOver90days,20.0
all SubICBs,Count_WaitingForTreatment,1335.0
all SubICBs,Count_WaitingForTreatment0to2weeks,535.0
all SubICBs,Count_WaitingForTreatment0to4weeks,910.0
all SubICBs,Count_WaitingForTreatment0to6weeks,1135.0
all SubICBs,Count_WaitingForTreatment0to12weeks,1320.0
all SubICBs,Count_WaitingForTreatment0to18weeks,1325.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,5.0
all SubICBs,Count_WaitingForTreatmentOver90days,10.0
all SubICBs,Count_WaitingForAssessment,845.0
all SubICBs,Count_WaitingForAssessmentOver90days,45.0
all SubICBs,Count_WaitingForTreatment,830.0
all SubICBs,Count_WaitingForTreatment0to2weeks,375.0
all SubICBs,Count_WaitingForTreatment0to4weeks,615.0
all SubICBs,Count_WaitingForTreatment0to6weeks,730.0
all SubICBs,Count_WaitingForTreatment0to12weeks,790.0
all SubICBs,Count_WaitingForTreatment0to18weeks,805.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,25.0
all SubICBs,Count_WaitingForTreatmentOver90days,40.0
all SubICBs,Count_WaitingForAssessment,925.0
all SubICBs,Count_WaitingForAssessmentOver90days,5.0
all SubICBs,Count_WaitingForTreatment,920.0
all SubICBs,Count_WaitingForTreatment0to2weeks,435.0
all SubICBs,Count_WaitingForTreatment0to4weeks,805.0
all SubICBs,Count_WaitingForTreatment0to6weeks,895.0
all SubICBs,Count_WaitingForTreatment0to12weeks,915.0
all SubICBs,Count_WaitingForTreatment0to18weeks,920.0
all SubICBs,Count_WaitingForAssessment,1560.0
all SubICBs,Count_WaitingForAssessmentOver90days,540.0
all SubICBs,Count_WaitingForTreatment,1550.0
all SubICBs,Count_WaitingForTreatment0to2weeks,345.0
all SubICBs,Count_WaitingForTreatment0to4weeks,640.0
all SubICBs,Count_WaitingForTreatment0to6weeks,840.0
all SubICBs,Count_WaitingForTreatment0to12weeks,1010.0
all SubICBs,Count_WaitingForTreatment0to18weeks,1090.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,460.0
all SubICBs,Count_WaitingForTreatmentOver90days,535.0
all SubICBs,Count_WaitingForAssessment,1310.0
all SubICBs,Count_WaitingForAssessmentOver90days,125.0
all SubICBs,Count_WaitingForTreatment,1265.0
all SubICBs,Count_WaitingForTreatment0to2weeks,390.0
all SubICBs,Count_WaitingForTreatment0to4weeks,705.0
all SubICBs,Count_WaitingForTreatment0to6weeks,990.0
all SubICBs,Count_WaitingForTreatment0to12weeks,1180.0
all SubICBs,Count_WaitingForTreatment0to18weeks,1190.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,75.0
all SubICBs,Count_WaitingForTreatmentOver90days,85.0
all SubICBs,Count_WaitingForAssessment,5135.0
all SubICBs,Count_WaitingForAssessmentOver90days,55.0
all SubICBs,Count_WaitingForTreatment,5240.0
all SubICBs,Count_WaitingForTreatment0to2weeks,2275.0
all SubICBs,Count_WaitingForTreatment0to4weeks,3910.0
all SubICBs,Count_WaitingForTreatment0to6weeks,4745.0
all SubICBs,Count_WaitingForTreatment0to12weeks,5195.0
all SubICBs,Count_WaitingForTreatment0to18weeks,5230.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,10.0
all SubICBs,Count_WaitingForTreatmentOver90days,35.0
all SubICBs,Count_WaitingForAssessment,420.0
all SubICBs,Count_WaitingForAssessmentOver90days,15.0
all SubICBs,Count_WaitingForTreatment,385.0
all SubICBs,Count_WaitingForTreatment0to2weeks,355.0
all SubICBs,Count_WaitingForTreatment0to4weeks,370.0
all SubICBs,Count_WaitingForTreatment0to6weeks,375.0
all SubICBs,Count_WaitingForTreatment0to12weeks,385.0
all SubICBs,Count_WaitingForTreatment0to18weeks,385.0
all SubICBs,Count_WaitingForAssessment,225.0
all SubICBs,Count_WaitingForTreatment,210.0
all SubICBs,Count_WaitingForTreatment0to2weeks,185.0
all SubICBs,Count_WaitingForTreatment0to4weeks,205.0
all SubICBs,Count_WaitingForTreatment0to6weeks,210.0
all SubICBs,Count_WaitingForTreatment0to12weeks,210.0
all SubICBs,Count_WaitingForTreatment0to18weeks,210.0
all SubICBs,Count_WaitingForAssessment,2200.0
all SubICBs,Count_WaitingForAssessmentOver90days,100.0
all SubICBs,Count_WaitingForTreatment,2155.0
all SubICBs,Count_WaitingForTreatment0to2weeks,505.0
all SubICBs,Count_WaitingForTreatment0to4weeks,1085.0
all SubICBs,Count_WaitingForTreatment0to6weeks,1570.0
all SubICBs,Count_WaitingForTreatment0to12weeks,2085.0
all SubICBs,Count_WaitingForTreatment0to18weeks,2120.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,35.0
all SubICBs,Count_WaitingForTreatmentOver90days,60.0
all SubICBs,Count_WaitingForAssessment,980.0
all SubICBs,Count_WaitingForAssessmentOver90days,15.0
all SubICBs,Count_WaitingForTreatment,960.0
all SubICBs,Count_WaitingForTreatment0to2weeks,695.0
all SubICBs,Count_WaitingForTreatment0to4weeks,930.0
all SubICBs,Count_WaitingForTreatment0to6weeks,950.0
all SubICBs,Count_WaitingForTreatment0to12weeks,960.0
all SubICBs,Count_WaitingForTreatment0to18weeks,960.0
all SubICBs,Count_WaitingForAssessment,645.0
all SubICBs,Count_WaitingForAssessmentOver90days,35.0
all SubICBs,Count_WaitingForTreatment,610.0
all SubICBs,Count_WaitingForTreatment0to2weeks,275.0
all SubICBs,Count_WaitingForTreatment0to4weeks,475.0
all SubICBs,Count_WaitingForTreatment0to6weeks,545.0
all SubICBs,Count_WaitingForTreatment0to12weeks,600.0
all SubICBs,Count_WaitingForTreatment0to18weeks,600.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,10.0
all SubICBs,Count_WaitingForTreatmentOver90days,10.0
all SubICBs,Count_WaitingForAssessment,1255.0
all SubICBs,Count_WaitingForAssessmentOver90days,40.0
all SubICBs,Count_WaitingForTreatment,1270.0
all SubICBs,Count_WaitingForTreatment0to2weeks,530.0
all SubICBs,Count_WaitingForTreatment0to4weeks,895.0
all SubICBs,Count_WaitingForTreatment0to6weeks,1065.0
all SubICBs,Count_WaitingForTreatment0to12weeks,1205.0
all SubICBs,Count_WaitingForTreatment0to18weeks,1220.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,50.0
all SubICBs,Count_WaitingForTreatmentOver90days,60.0
all SubICBs,Count_WaitingForAssessment,970.0
all SubICBs,Count_WaitingForAssessmentOver90days,5.0
all SubICBs,Count_WaitingForTreatment,980.0
all SubICBs,Count_WaitingForTreatment0to2weeks,370.0
all SubICBs,Count_WaitingForTreatment0to4weeks,605.0
all SubICBs,Count_WaitingForTreatment0to6weeks,835.0
all SubICBs,Count_WaitingForTreatment0to12weeks,970.0
all SubICBs,Count_WaitingForTreatment0to18weeks,975.0
all SubICBs,Count_WaitingForTreatmentOver90days,10.0
all SubICBs,Count_WaitingForAssessment,95.0
all SubICBs,Count_WaitingForAssessmentOver90days,10.0
all SubICBs,Count_WaitingForTreatment,80.0
all SubICBs,Count_WaitingForTreatment0to2weeks,70.0
all SubICBs,Count_WaitingForTreatment0to4weeks,80.0
all SubICBs,Count_WaitingForTreatment0to6weeks,80.0
all SubICBs,Count_WaitingForTreatment0to12weeks,80.0
all SubICBs,Count_WaitingForTreatment0to18weeks,80.0
all SubICBs,Count_WaitingForAssessment,350.0
all SubICBs,Count_WaitingForAssessmentOver90days,25.0
all SubICBs,Count_WaitingForTreatment,355.0
all SubICBs,Count_WaitingForTreatment0to2weeks,170.0
all SubICBs,Count_WaitingForTreatment0to4weeks,265.0
all SubICBs,Count_WaitingForTreatment0to6weeks,290.0
all SubICBs,Count_WaitingForTreatment0to12weeks,330.0
all SubICBs,Count_WaitingForTreatment0to18weeks,335.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,20.0
all SubICBs,Count_WaitingForTreatmentOver90days,25.0
all SubICBs,Count_WaitingForAssessment,315.0
all SubICBs,Count_WaitingForAssessmentOver90days,5.0
all SubICBs,Count_WaitingForTreatment,310.0
all SubICBs,Count_WaitingForTreatment0to2weeks,170.0
all SubICBs,Count_WaitingForTreatment0to4weeks,275.0
all SubICBs,Count_WaitingForTreatment0to6weeks,300.0
all SubICBs,Count_WaitingForTreatment0to12weeks,310.0
all SubICBs,Count_WaitingForTreatment0to18weeks,310.0
all SubICBs,Count_WaitingForAssessment,5840.0
all SubICBs,Count_WaitingForAssessmentOver90days,215.0
all SubICBs,Count_WaitingForTreatment,7230.0
all SubICBs,Count_WaitingForTreatment0to2weeks,2215.0
all SubICBs,Count_WaitingForTreatment0to4weeks,4015.0
all SubICBs,Count_WaitingForTreatment0to6weeks,5305.0
all SubICBs,Count_WaitingForTreatment0to12weeks,6655.0
all SubICBs,Count_WaitingForTreatment0to18weeks,6980.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,245.0
all SubICBs,Count_WaitingForTreatmentOver90days,510.0
all SubICBs,Count_WaitingForAssessment,805.0
all SubICBs,Count_WaitingForAssessmentOver90days,740.0
all SubICBs,Count_WaitingForTreatment,805.0
all SubICBs,Count_WaitingForTreatment0to2weeks,25.0
all SubICBs,Count_WaitingForTreatment0to4weeks,60.0
all SubICBs,Count_WaitingForTreatment0to6weeks,65.0
all SubICBs,Count_WaitingForTreatment0to12weeks,65.0
all SubICBs,Count_WaitingForTreatment0to18weeks,65.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,740.0
all SubICBs,Count_WaitingForTreatmentOver90days,740.0
all SubICBs,Count_WaitingForAssessment,1450.0
all SubICBs,Count_WaitingForAssessmentOver90days,115.0
all SubICBs,Count_WaitingForTreatment,1315.0
all SubICBs,Count_WaitingForTreatment0to2weeks,775.0
all SubICBs,Count_WaitingForTreatment0to4weeks,1200.0
all SubICBs,Count_WaitingForTreatment0to6weeks,1250.0
all SubICBs,Count_WaitingForTreatment0to12weeks,1280.0
all SubICBs,Count_WaitingForTreatment0to18weeks,1285.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,35.0
all SubICBs,Count_WaitingForTreatmentOver90days,35.0
all SubICBs,Count_WaitingForAssessment,1125.0
all SubICBs,Count_WaitingForAssessmentOver90days,910.0
all SubICBs,Count_WaitingForTreatment,1135.0
all SubICBs,Count_WaitingForTreatment0to2weeks,35.0
all SubICBs,Count_WaitingForTreatment0to4weeks,70.0
all SubICBs,Count_WaitingForTreatment0to6weeks,125.0
all SubICBs,Count_WaitingForTreatment0to12weeks,210.0
all SubICBs,Count_WaitingForTreatment0to18weeks,255.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,880.0
all SubICBs,Count_WaitingForTreatmentOver90days,920.0
all SubICBs,Count_WaitingForAssessment,2615.0
all SubICBs,Count_WaitingForAssessmentOver90days,30.0
all SubICBs,Count_WaitingForTreatment,2560.0
all SubICBs,Count_WaitingForTreatment0to2weeks,1195.0
all SubICBs,Count_WaitingForTreatment0to4weeks,1975.0
all SubICBs,Count_WaitingForTreatment0to6weeks,2360.0
all SubICBs,Count_WaitingForTreatment0to12weeks,2535.0
all SubICBs,Count_WaitingForTreatment0to18weeks,2555.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,10.0
all SubICBs,Count_WaitingForTreatmentOver90days,25.0
all SubICBs,Count_WaitingForAssessment,355.0
all SubICBs,Count_WaitingForAssessmentOver90days,15.0
all SubICBs,Count_WaitingForTreatment,335.0
all SubICBs,Count_WaitingForTreatment0to2weeks,225.0
all SubICBs,Count_WaitingForTreatment0to4weeks,310.0
all SubICBs,Count_WaitingForTreatment0to6weeks,325.0
all SubICBs,Count_WaitingForTreatment0to12weeks,330.0
all SubICBs,Count_WaitingForTreatment0to18weeks,335.0
all SubICBs,Count_WaitingForAssessment,1270.0
all SubICBs,Count_WaitingForAssessmentOver90days,25.0
all SubICBs,Count_WaitingForTreatment,1245.0
all SubICBs,Count_WaitingForTreatment0to2weeks,585.0
all SubICBs,Count_WaitingForTreatment0to4weeks,1030.0
all SubICBs,Count_WaitingForTreatment0to6weeks,1145.0
all SubICBs,Count_WaitingForTreatment0to12weeks,1235.0
all SubICBs,Count_WaitingForTreatment0to18weeks,1240.0
all SubICBs,Count_WaitingForTreatmentOver18weeks,5.0
all SubICBs,Count_WaitingForTreatmentOver90days,10.0
all SubICBs,Count_WaitingForAssessment,365.0
all SubICBs,Count_WaitingForAssessmentOver90days,30.0
all SubICBs,Count_WaitingForTreatment,365.0
all SubICBs,Count_WaitingForTreatment0to2weeks,210.0
all SubICBs,Count_WaitingForTreatment0to4weeks,270.0
all SubICBs,Count_WaitingForTreatment0to6weeks,290.0
all SubICBs,Count_WaitingForTreatment0to12weeks,335.0
all SubICBs,Count_WaitingForTreatment0to18weeks,345.0
